iter	Logloss
735	0.3415154404
740	0.3414517799
745	0.3413712237
750	0.3413062965
755	0.3412375285
760	0.3411706605
765	0.3410993387
770	0.3410421955
775	0.3409680952
780	0.3409146089
785	0.340843042
790	0.3407610965
795	0.3406953726
800	0.3406111797
805	0.3405557526
810	0.3405080073
815	0.3404698233
820	0.340393067
825	0.3403310001
830	0.340266073
835	0.3402090115
840	0.3401241853
845	0.3400640388
850	0.3400123913
855	0.3399507534
860	0.3398779811
865	0.3398281927
870	0.3397637559
875	0.3397023428
880	0.3396529017
885	0.3395863606
890	0.3395334668
895	0.3394668235
900	0.3394159932
905	0.3393396456
910	0.3392695905
915	0.3392050515
920	0.3391476835
925	0.3390802026
930	0.3390235293
935	0.3389511043
940	0.3388822954
945	0.3388265823
950	0.3387716659
955	0.3387143184
960	0.3386613429
965	0.3385920641
970	0.3385270553
975	0.3384747744
980	0.3384082537
985	0.33833209
990	0.3382745381
995	0.3382236261
1000	0.3381663603
1005	0.3380939352
1010	0.3380458834
1015	0.3379900681
1020	0.337937869
1025	0.3378860172
1030	0.3378427869
1035	0.3377863996
1040	0.3377257424
1045	0.3376765669
1050	0.337634542
1055	0.3375679396
1060	0.3375212157
1065	0.3374541026
1070	0.3374120368
1075	0.3373531161
1080	0.3372996708
1085	0.3372495351
1090	0.3371888778
1095	0.337116841
1100	0.3370676451
1105	0.3370098685
1110	0.336972849
1115	0.3369084735
1120	0.3368596453
1125	0.3368100613
1130	0.3367678934
1135	0.3367222932
1140	0.3366731586
1145	0.3366259035
1150	0.3365824894
1155	0.3365246311
1160	0.3364727384
1165	0.3364273834
1170	0.3363739789
1175	0.3363210647
1180	0.3362583849
1185	0.3362063492
1190	0.3361367026
1195	0.3360726336
1200	0.3360248269
1205	0.3359696858
1210	0.3359212459
1215	0.3358720704
1220	0.3358101465
1225	0.3357618291
1230	0.3357075052
1235	0.3356602093
1240	0.3355982241
1245	0.3355481702
1250	0.335489556
1255	0.3354262224
1260	0.3353814394
1265	0.3353336328
1270	0.3352769594
1275	0.3352261087
1280	0.3351842268
1285	0.3351421815
1290	0.3350707779
1295	0.3350235842
1300	0.3349621098
1305	0.3349051913
1310	0.3348520523
1315	0.3348014263
1320	0.3347395637
1325	0.3346884065
1330	0.3346353493
1335	0.334584662
1340	0.3345408188
1345	0.3344778121
1350	0.3344146828
1355	0.3343750483
1360	0.3343045641
1365	0.3342658285
1370	0.3342099315
1375	0.3341613485
1380	0.3341047977
1385	0.3340622621
1390	0.3340247318
1395	0.3339774155
1400	0.3339397218
1405	0.3338756119
1410	0.333826702
1415	0.333773277
1420	0.3337205059
1425	0.333655783
1430	0.3336141054
1435	0.3335674837
1440	0.3335139566
1445	0.3334616962
1450	0.3334033067
1455	0.3333471237
1460	0.333284117
1465	0.3332513061
1470	0.3331762252
1475	0.3331292357
1480	0.3330829818
1485	0.3330200772
1490	0.3329776846
1495	0.3329281822
1500	0.3328767186
1505	0.3328447658
1510	0.3327852935
1515	0.3327201825
1520	0.3326490854
1525	0.3325955788
1530	0.3325405807
1535	0.3325031526
1540	0.3324497276
1545	0.3324000006
1550	0.3323553606
1555	0.332313254
1560	0.332260115
1565	0.3322049331
1570	0.3321594351
1575	0.3321051725
1580	0.3320522992
1585	0.3320006721
1590	0.3319532945
1595	0.3319132513
1600	0.3318753329
1605	0.3318231133
1610	0.3317767572
1615	0.3317368162
1620	0.3316863332
1625	0.3316390986
1630	0.3315903521
1635	0.331537724
1640	0.3314741452
1645	0.3314285859
1650	0.3313785524
1655	0.3313358533
1660	0.3312936036
1665	0.3312516196
1670	0.3312117399
1675	0.3311666709
1680	0.331118047
1685	0.3310524457
1690	0.3310109724
1695	0.3309456367
1700	0.3309072279
1705	0.3308570309
1710	0.3308260588
1715	0.3307739618
1720	0.330722253
1725	0.3306742624
1730	0.3306235343
1735	0.3305743384
1740	0.3305263479
1745	0.3304745369
1750	0.3304155958
1755	0.330367544
1760	0.3303218621
1765	0.3302775286
1770	0.330231765
1775	0.3301711282
1780	0.3301331689
1785	0.3300881407
1790	0.3300367997
1795	0.32999075
1800	0.3299439036
1805	0.3298955862
1810	0.3298545828
1815	0.3298035073
1820	0.329744505
1825	0.3296861155
1830	0.329645725
1835	0.329609584
1840	0.3295597752
1845	0.3295331138
1850	0.3294883717
1855	0.3294521694
1860	0.3294050982
1865	0.3293580475
1870	0.3293157979
1875	0.3292595944
1880	0.3292040652
1885	0.3291538273
1890	0.3291200562
1895	0.3290747829
1900	0.3290229515
1905	0.3289809471
1910	0.32893122
1915	0.3288815337
1920	0.3288314798
1925	0.3287857162
1930	0.3287363977
1935	0.3286936577
1940	0.3286320811
1945	0.3285842541
1950	0.3285344861
1955	0.3284819397
1960	0.3284296792
1965	0.3283822812
1970	0.3283477542
1975	0.3282930013
1980	0.3282380441
1985	0.3281905643
1990	0.3281497652
1995	0.3281066984
2000	0.3280761552
2005	0.3280290432
2010	0.3279803377
2015	0.3279321633
2020	0.3278917115
2025	0.3278388586
2030	0.3278003068
2035	0.3277643497
2040	0.327717728
2045	0.3276783795
2050	0.327629633
2055	0.3275935329
2060	0.3275504048
2065	0.3275080734
2070	0.3274698894
2075	0.3274313376
2080	0.327374603
2085	0.3273353361
2090	0.3272918607
2095	0.3272524713
2100	0.3272101604
2105	0.3271723237
2110	0.3271244762
2115	0.3270680275
2120	0.3270149295
