iter	CrossEntropy	Logloss
141	0.4053806296	0.4053805921
142	0.4053384311	0.4053384311
143	0.405269413	0.405269413
144	0.4052260516	0.4052260516
145	0.4051555331	0.4051554956
146	0.4050799132	0.4050799132
147	0.405063784	0.405063784
148	0.405017947	0.4050179095
149	0.4049968289	0.4049968289
150	0.4049189585	0.4049189585
151	0.4048364743	0.4048364368
152	0.4048077043	0.4048077793
153	0.4047696693	0.4047696693
154	0.4047445002	0.4047445002
155	0.4046462619	0.4046462994
156	0.4046117153	0.4046117153
157	0.4045874465	0.404587484
158	0.404560702	0.4045607395
159	0.4045345951	0.4045345951
160	0.4045074755	0.404507513
161	0.4044150887	0.4044151262
162	0.4043912325	0.4043912325
163	0.4043660634	0.4043661009
164	0.4043419445	0.4043419445
165	0.4043028593	0.4043028218
166	0.4042239761	0.4042240136
167	0.4042067591	0.4042067966
168	0.4041834279	0.4041834655
169	0.404113022	0.4041130595
170	0.4040841394	0.4040841394
171	0.4040603206	0.4040603206
172	0.40399119	0.4039912275
173	0.4039657583	0.4039657958
174	0.403903642	0.403903642
175	0.4038785104	0.4038785104
176	0.4038486526	0.4038486526
177	0.4038100174	0.4038100174
178	0.4037978642	0.4037979018
179	0.4037671812	0.4037671062
180	0.4037407743	0.4037407368
181	0.4037126419	0.4037126794
182	0.4036733691	0.4036733316
183	0.4036527012	0.4036527762
184	0.4036345089	0.4036345089
185	0.40358147	0.40358147
186	0.4035515746	0.4035515746
187	0.4035179658	0.4035179658
188	0.4034774927	0.4034775302
189	0.4034629013	0.4034629013
190	0.4034441089	0.4034440714
191	0.4033770788	0.4033771163
192	0.403366426	0.403366426
193	0.4033420071	0.4033419696
194	0.4032686003	0.4032685628
195	0.4032589978	0.4032590353
196	0.4032276396	0.4032276396
197	0.4032005575	0.403200595
198	0.4031906924	0.4031906924
199	0.403130114	0.403130114
200	0.4031077206	0.4031077206
201	0.4030909162	0.4030909162
202	0.4030791006	0.4030791006
203	0.4030622962	0.4030623337
204	0.40303874	0.4030387025
205	0.4030198351	0.4030198351
206	0.402970097	0.402970097
207	0.4029009288	0.4029009664
208	0.4028780478	0.4028780478
209	0.4028259842	0.4028259467
210	0.40280044	0.40280044
211	0.4027797345	0.4027797345
212	0.4027391864	0.4027392239
213	0.4027178058	0.4027178433
214	0.4026969878	0.4026969128
215	0.4026364469	0.4026364844
216	0.4025856586	0.4025856211
217	0.4025661535	0.4025661535
218	0.4025173907	0.4025173532
219	0.402482544	0.4024825065
220	0.4024646143	0.4024646143
221	0.4024433087	0.4024433463
222	0.4024284924	0.4024284924
223	0.4024106377	0.4024106377
224	0.4023459332	0.4023459332
225	0.4023358806	0.402335843
226	0.4023260905	0.402326053
227	0.4023057977	0.4023057977
228	0.4022618736	0.4022617986
229	0.4022206878	0.4022207628
230	0.4021974692	0.4021973942
231	0.4021813775	0.4021813775
232	0.4021379036	0.4021379036
233	0.4020888782	0.4020888407
234	0.4020400779	0.4020400404
235	0.4020117205	0.4020117205
236	0.4019561309	0.4019560934
237	0.4019218469	0.4019217719
238	0.401888088	0.4018880505
239	0.4018693331	0.4018693331
240	0.4018552294	0.4018552669
241	0.4018358368	0.4018357993
242	0.4018189199	0.4018189199
243	0.4017987396	0.4017987396
244	0.4017517773	0.4017517397
245	0.4017348978	0.4017348978
246	0.4016951749	0.4016952124
247	0.4016753697	0.4016753697
248	0.4016593155	0.4016593155
249	0.4016369221	0.4016369221
250	0.4016063141	0.4016063516
251	0.4015836956	0.4015837332
252	0.4015648282	0.4015647532
253	0.4015174533	0.4015174533
254	0.4015039122	0.4015039122
255	0.4014958101	0.4014958476
256	0.401465202	0.401465202
257	0.4014501981	0.4014501981
258	0.4014170394	0.4014169644
259	0.4014051863	0.4014050738
260	0.4013943835	0.401394421
261	0.4013726277	0.4013726277
262	0.4013327923	0.4013327923
263	0.4013149376	0.4013149376
264	0.4012944947	0.4012944947
265	0.4012739393	0.4012739393
266	0.4012548843	0.4012548468
267	0.4012400304	0.401240068
268	0.4012332787	0.4012332787
269	0.4012189874	0.4012189874
270	0.4011871041	0.4011871416
271	0.4011815901	0.4011815901
272	0.4011704497	0.4011704122
273	0.4011471561	0.4011471561
274	0.4011218369	0.4011218369
275	0.4011122344	0.4011122719
276	0.4010973805	0.401097418
277	0.4010608084	0.4010607709
278	0.4010208229	0.4010207854
279	0.4009895772	0.4009895772
280	0.400950792	0.4009507545
281	0.4009052551	0.4009051801
282	0.4008801235	0.400880086
283	0.4008622688	0.4008623063
284	0.4008300854	0.4008300478
285	0.4008044286	0.4008043911
286	0.4007806474	0.4007806099
287	0.4007674064	0.4007674064
288	0.4007545405	0.4007545405
289	0.4007197314	0.4007196939
290	0.4007108791	0.4007108416
291	0.4006939246	0.4006939246
292	0.4006814714	0.4006814338
293	0.4006662424	0.4006662424
294	0.400653339	0.4006533015
295	0.4006384101	0.4006384101
296	0.4006253566	0.4006253566
297	0.40060949	0.4006095275
298	0.4005744183	0.4005744183
299	0.4005608772	0.4005608772
300	0.4005478988	0.4005478988
301	0.4005395341	0.4005395341
302	0.4005305317	0.4005306068
303	0.400520179	0.4005201415
304	0.4005050626	0.400505025
305	0.4004910339	0.4004910714
306	0.4004779054	0.4004779429
307	0.4004525863	0.4004525863
308	0.4004277173	0.4004277548
309	0.4004026982	0.4004026607
310	0.4003693894	0.400369427
311	0.4003625627	0.4003625251
312	0.4003348804	0.4003349179
313	0.4003186761	0.4003186386
314	0.4003089611	0.4003089611
315	0.400291519	0.4002915565
316	0.4002589605	0.4002589605
317	0.4002387802	0.4002388177
318	0.4002278273	0.4002278273
319	0.4002099351	0.4002099726
320	0.400196244	0.400196244
321	0.4001509321	0.4001509696
322	0.4001410295	0.400140992
323	0.400118111	0.4001181485
324	0.4001026945	0.4001026569
325	0.4000893034	0.4000893034
326	0.4000605709	0.4000605709
327	0.4000392653	0.4000392278
328	0.4000257993	0.4000257993
329	0.4000092199	0.4000092574
330	0.399994216	0.399994216
331	0.3999671714	0.3999671714
332	0.3999559935	0.3999559935
333	0.3999432026	0.3999432401
334	0.399927636	0.399927636
335	0.3999132322	0.3999132322
336	0.3999020918	0.3999020543
337	0.3998830743	0.3998830368
338	0.3998712962	0.3998713712
339	0.3998431638	0.3998431638
340	0.3998213706	0.3998214081
341	0.3998068543	0.3998068543
342	0.3997842734	0.3997842734
343	0.3997478138	0.3997477763
344	0.3997364108	0.3997364108
345	0.3997220821	0.3997221196
346	0.3997109416	0.3997109791
347	0.3997014141	0.3997014516
348	0.3996888483	0.3996888483
349	0.3996802211	0.3996801461
350	0.3996681054	0.3996681804
351	0.3996604159	0.3996603784
352	0.3996493505	0.3996492755
353	0.3996364096	0.3996364096
354	0.3996145038	0.3996145038
355	0.3995998375	0.399599875
356	0.3995900474	0.3995900474
357	0.3995786444	0.3995786444
358	0.3995697546	0.3995697546
359	0.3995592143	0.3995592518
360	0.3995508871	0.3995508871
361	0.3995386964	0.3995387715
362	0.3995295065	0.399529544
363	0.3995183661	0.3995183286
364	0.3995055377	0.3995055002
365	0.3994944723	0.3994944723
366	0.3994861451	0.3994861451
367	0.399472454	0.3994725291
368	0.3994649146	0.3994649146
369	0.3994402706	0.3994403081
370	0.3994258293	0.3994258293
371	0.3994060241	0.3994060616
372	0.3993961215	0.3993961215
373	0.3993875318	0.3993875318
374	0.3993798047	0.3993798047
375	0.3993698646	0.3993699021
376	0.3993613124	0.3993613124
377	0.3993495718	0.3993495343
378	0.3993366309	0.3993366684
379	0.3993298791	0.3993298416
380	0.3993167132	0.3993166757
381	0.3992929319	0.3992928944
382	0.3992598858	0.3992598858
383	0.3992496456	0.3992496456
384	0.3992275898	0.3992275898
385	0.3992214757	0.3992215132
386	0.399194206	0.399194206
387	0.3991733881	0.3991733881
388	0.3991538454	0.3991538829
389	0.3991431176	0.3991430801
390	0.3991239501	0.3991239501
391	0.3991142725	0.3991142725
392	0.3990943173	0.3990943173
393	0.3990810013	0.3990810388
394	0.3990715863	0.3990715488
395	0.3990580828	0.3990580828
396	0.3990467173	0.3990466798
397	0.3990373398	0.3990373023
398	0.3990279624	0.3990279999
399	0.3990167845	0.3990167469
400	0.3990060191	0.3990060191
401	0.3989950663	0.3989950663
402	0.3989831006	0.3989831006
403	0.3989753361	0.3989752986
404	0.3989645708	0.3989646083
405	0.3989359132	0.3989359132
406	0.3989223347	0.3989223347
407	0.3989008415	0.398900804
408	0.3988871129	0.3988871504
409	0.3988659574	0.3988658824
410	0.3988580428	0.3988580428
411	0.3988500532	0.3988500907
412	0.398839663	0.3988396255
413	0.398815094	0.398815094
414	0.3988005777	0.3988005777
415	0.3987888746	0.3987887996
416	0.398778897	0.398778972
417	0.3987698947	0.3987699322
418	0.3987434502	0.3987433752
419	0.3987327974	0.3987328724
420	0.3987228948	0.3987228948
421	0.3987054527	0.3987053777
422	0.3986953251	0.3986953251
423	0.3986813339	0.3986813339
424	0.3986736444	0.3986736444
425	0.3986614162	0.3986614162
426	0.398651251	0.398651251
427	0.3986267196	0.3986267196
428	0.3986213932	0.3986213932
429	0.39859975	0.39859975
430	0.3985878594	0.3985878594
431	0.398572968	0.398572968
432	0.3985572514	0.3985572889
433	0.398550312	0.398550312
434	0.3985420224	0.3985420224
435	0.3985306569	0.3985306944
436	0.3985226673	0.3985227048
437	0.398513965	0.3985140025
438	0.3984975357	0.3984975732
439	0.3984880832	0.3984880832
440	0.3984762676	0.3984763051
441	0.3984668526	0.3984668151
442	0.3984549245	0.398454962
443	0.398439733	0.3984396955
444	0.3984144139	0.3984143764
445	0.3984031984	0.3984031984
446	0.3983853062	0.3983853062
447	0.3983773541	0.3983773541
448	0.3983692895	0.3983693645
449	0.3983588243	0.3983588618
450	0.3983527852	0.3983527852
451	0.3983435203	0.3983435203
452	0.3983267909	0.3983267158
453	0.398314	0.3983139625
454	0.3983028221	0.3983028596
455	0.3982963704	0.3982963704
456	0.398285455	0.398285455
457	0.3982735644	0.3982735644
458	0.3982671502	0.3982671502
459	0.3982572851	0.3982572476
460	0.398245357	0.3982453195
461	0.3982393929	0.3982393554
462	0.3982309532	0.3982309532
463	0.3982232262	0.3982232637
464	0.3982096851	0.3982096851
465	0.3982036836	0.3982036836
466	0.3981946062	0.3981946062
467	0.3981841034	0.3981841034
468	0.3981743509	0.3981743509
469	0.3981526327	0.3981526702
470	0.398146181	0.398146181
471	0.3981369911	0.3981370286
472	0.3981296766	0.3981296766
473	0.398121537	0.3981215745
474	0.3981126097	0.3981125721
475	0.3981036823	0.3981036823
476	0.3980846273	0.3980845898
477	0.3980557822	0.3980557822
478	0.3980411159	0.3980410784
479	0.3980187975	0.3980187975
480	0.3980095701	0.3980096076
481	0.3980043938	0.3980043938
482	0.3979954289	0.3979953914
483	0.397982563	0.3979826005
484	0.3979701848	0.3979701848
485	0.3979619701	0.3979619701
486	0.3979533429	0.3979534179
487	0.3979468537	0.3979468161
488	0.3979389016	0.3979389016
489	0.3979321123	0.3979321123
490	0.3979204092	0.3979204842
491	0.3979134699	0.3979134324
492	0.3979062305	0.397906268
493	0.3978970781	0.3978970781
494	0.3978900637	0.3978901013
495	0.3978843623	0.3978843623
496	0.3978730718	0.3978731468
497	0.3978550671	0.3978550296
498	0.3978477151	0.3978477151
499	0.3978306857	0.3978306857
500	0.3978210831	0.3978210831
501	0.3978131311	0.3978130935
502	0.3978042037	0.3978042412
503	0.3977871367	0.3977871742
504	0.3977777968	0.3977778343
505	0.3977647809	0.3977647434
506	0.3977538655	0.397753903
507	0.3977413747	0.3977414497
508	0.3977317722	0.3977317722
509	0.3977097164	0.3977097164
510	0.397696888	0.397696888
511	0.3976893486	0.3976893111
512	0.397672094	0.3976721316
513	0.3976600534	0.3976600534
514	0.397650826	0.3976507884
515	0.3976420111	0.3976419736
516	0.3976282825	0.3976282075
517	0.3976202179	0.3976202929
518	0.3976059642	0.3976059267
519	0.3975964742	0.3975964367
520	0.3975837959	0.3975838334
521	0.3975778318	0.3975777943
522	0.3975622277	0.3975622277
523	0.397550112	0.3975500745
524	0.3975435103	0.3975435478
525	0.3975379963	0.3975379213
526	0.3975209294	0.3975209669
527	0.3975122646	0.3975123396
528	0.3975042	0.3975041625
529	0.3974922718	0.3974922343
530	0.3974817691	0.3974818066
531	0.3974731043	0.3974731043
532	0.3974459472	0.3974460222
533	0.3974277174	0.3974276799
534	0.3974188276	0.3974188276
535	0.3974090375	0.3974090375
536	0.3974010854	0.3974010479
537	0.3973945962	0.3973946337
538	0.3973796673	0.3973797048
539	0.3973722028	0.3973722028
540	0.3973677017	0.3973676266
541	0.3973559611	0.3973559236
542	0.3973412947	0.3973412572
543	0.3973307545	0.397330792
544	0.3973123746	0.3973123746
545	0.3972989461	0.3972989461
546	0.3972848799	0.3972848799
547	0.3972703636	0.3972704011
548	0.3972595608	0.3972595233
549	0.3972440692	0.3972440317
550	0.3972373925	0.3972373925
551	0.397229778	0.3972298155
552	0.3972208131	0.3972208131
553	0.397212786	0.397212786
554	0.397201233	0.3972011955
555	0.397195644	0.3971956065
556	0.397191668	0.397191668
557	0.3971843535	0.397184316
558	0.3971771516	0.3971771516
559	0.3971655611	0.3971655236
560	0.3971551334	0.3971551709
561	0.3971412172	0.3971412922
562	0.3971361159	0.3971360409
563	0.3971275261	0.3971275261
564	0.3971171359	0.3971171359
565	0.397111697	0.397111697
566	0.3971018694	0.3971018694
567	0.3970961304	0.3970961679
568	0.3970853275	0.3970853275
569	0.3970744122	0.3970744122
570	0.3970633093	0.3970632718
571	0.3970559198	0.3970559198
572	0.397048943	0.397048943
573	0.3970406158	0.3970406158
574	0.3970359271	0.3970360021
575	0.3970286127	0.3970286502
576	0.3970208106	0.3970208106
577	0.3970137963	0.3970137588
578	0.3970048314	0.3970048314
579	0.3969911028	0.3969911028
580	0.3969829632	0.3969829632
581	0.3969749361	0.3969749361
582	0.3969660462	0.3969660837
583	0.3969569689	0.3969569689
584	0.3969484166	0.3969483791
585	0.3969409522	0.3969409522
586	0.3969310496	0.396931012
587	0.3969256106	0.3969255731
588	0.3969163457	0.3969163082
589	0.3969077935	0.3969077559
590	0.3969011917	0.3969011167
591	0.3968915892	0.3968915892
592	0.3968750098	0.3968750849
593	0.3968699835	0.3968699835
594	0.396863982	0.3968640195
595	0.396858393	0.3968583555
596	0.3968514537	0.3968514537
597	0.3968472526	0.3968472151
598	0.3968403508	0.3968403508
599	0.396833674	0.3968336365
600	0.3968296229	0.3968296229
601	0.3968197578	0.3968197203
602	0.3968044538	0.3968044913
603	0.3967966143	0.3967966143
604	0.3967891123	0.3967890373
605	0.3967824731	0.3967824731
606	0.3967759839	0.3967759839
607	0.3967695697	0.3967696447
608	0.3967633055	0.396763268
609	0.3967576415	0.3967575665
610	0.3967490143	0.3967490143
611	0.3967370486	0.3967371237
612	0.396724933	0.396724933
613	0.3967182937	0.3967183312
614	0.3967110918	0.3967111293
615	0.3967024271	0.3967024271
616	0.3966937998	0.3966937623
617	0.3966896362	0.3966895612
618	0.3966831845	0.3966831095
619	0.3966757951	0.3966757951
620	0.3966676554	0.3966675429
621	0.3966611662	0.3966611287
622	0.3966510011	0.3966510011
623	0.3966422613	0.3966422613
624	0.3966306707	0.3966306707
625	0.3966124784	0.3966124784
626	0.3966047139	0.3966046764
627	0.3965963117	0.3965963117
628	0.3965877595	0.3965877595
629	0.3965805951	0.3965805951
630	0.3965714427	0.3965714802
631	0.3965621402	0.3965621402
632	0.396553588	0.3965536255
633	0.3965433103	0.3965433103
634	0.3965311571	0.3965311946
635	0.3965251555	0.396525193
636	0.3965170534	0.3965170534
637	0.3965095514	0.3965095514
638	0.3965020495	0.396502012
639	0.3964938723	0.3964938348
640	0.3964893711	0.3964894086
641	0.3964782682	0.3964782682
642	0.3964679155	0.396467953
643	0.3964612763	0.3964612763
644	0.3964559874	0.3964559874
645	0.396452574	0.396452574
646	0.3964474351	0.3964474351
647	0.3964409459	0.3964409084
648	0.3964363322	0.3964363322
649	0.396425942	0.3964259045
650	0.3964194153	0.3964194528
651	0.3964096252	0.3964095877
652	0.3964018232	0.3964017856
653	0.396395409	0.396395409
654	0.3963816054	0.3963816054
655	0.3963750036	0.3963749661
656	0.3963638257	0.3963637882
657	0.3963588744	0.3963588744
658	0.3963389567	0.3963389191
659	0.3963280413	0.3963280038
660	0.3963137125	0.396313675
661	0.3963034348	0.3963034348
662	0.3962966456	0.3962966456
663	0.3962899313	0.3962899313
664	0.396286743	0.396286743
665	0.3962768404	0.3962768028
666	0.3962700886	0.3962700886
667	0.3962616489	0.3962616489
668	0.3962583855	0.3962583855
669	0.3962511461	0.3962511461
670	0.3962445444	0.3962445444
671	0.3962380552	0.3962380552
672	0.396224214	0.396224214
673	0.3962115732	0.3962116107
674	0.3962015956	0.3962015956
675	0.3961903051	0.3961902676
676	0.3961829532	0.3961829157
677	0.3961745885	0.396174626
678	0.3961662238	0.3961662238
679	0.3961569589	0.3961569589
680	0.3961470188	0.3961470188
681	0.3961399669	0.3961399294
682	0.3961358033	0.3961358033
683	0.3961318273	0.3961318273
684	0.3961263884	0.3961264259
685	0.3961186238	0.3961186613
686	0.3961156606	0.3961156981
687	0.3961104842	0.3961104842
688	0.396100244	0.396100244
689	0.3960934172	0.3960934172
690	0.396082877	0.3960828394
691	0.3960758626	0.3960758626
692	0.3960698235	0.3960698235
693	0.3960607461	0.3960607461
694	0.3960565075	0.39605647
695	0.3960518938	0.3960519313
696	0.3960470175	0.39604698
697	0.3960430415	0.3960430415
698	0.39603749	0.3960374525
699	0.3960320886	0.3960320511
700	0.3960252618	0.3960252618
701	0.3960137838	0.3960138213
702	0.3960083824	0.3960083824
703	0.3959988549	0.3959988549
704	0.3959928533	0.3959928533
705	0.3959814128	0.3959814128
706	0.3959752987	0.3959753362
707	0.3959689971	0.3959689971
708	0.395962883	0.3959628454
709	0.3959547433	0.3959547058
710	0.3959477665	0.3959477665
711	0.3959406771	0.3959406771
712	0.3959349381	0.3959349006
713	0.3959279238	0.3959279238
714	0.3959228975	0.395922935
715	0.3959159957	0.3959160332
716	0.3959066932	0.3959066932
717	0.3959012543	0.3959012543
718	0.3958958154	0.3958958154
719	0.3958917643	0.3958918018
720	0.3958839247	0.3958839247
721	0.3958779607	0.3958779607
722	0.3958672329	0.3958671578
723	0.3958623191	0.3958623566
724	0.3958553047	0.3958553422
725	0.395846715	0.395846715
726	0.3958400382	0.3958400382
727	0.3958318236	0.3958318986
728	0.3958255219	0.3958254469
729	0.3958190702	0.3958190702
730	0.395810668	0.395810668
731	0.3958052291	0.3958052666
732	0.3957937511	0.3957937136
733	0.3957894749	0.3957894374
734	0.3957816729	0.3957816729
735	0.3957773218	0.3957773593
736	0.3957694822	0.3957694822
737	0.3957638557	0.3957638557
738	0.3957571415	0.395757179
739	0.3957530154	0.3957529779
740	0.3957461886	0.3957461886
741	0.3957390617	0.3957390617
742	0.3957290841	0.3957290841
743	0.3957225574	0.3957225574
744	0.3957164058	0.3957164058
745	0.3957051153	0.3957051153
746	0.3956998639	0.3956999014
747	0.3956930746	0.3956930746
748	0.3956874482	0.3956874482
749	0.3956765328	0.3956765328
750	0.3956655799	0.3956655424
751	0.3956574778	0.3956574778
752	0.3956502009	0.3956502384
753	0.3956452871	0.3956452871
754	0.3956391355	0.395639098
755	0.3956317836	0.3956317836
756	0.3956253319	0.3956252568
757	0.3956132537	0.3956132537
758	0.395606727	0.3956067645
759	0.3955993375	0.3955993375
760	0.3955848963	0.3955848963
761	0.3955802075	0.3955802075
762	0.3955735308	0.3955735308
763	0.3955658788	0.3955658788
764	0.3955567264	0.3955567264
765	0.3955409722	0.3955409347
766	0.39553257	0.3955325325
767	0.3955278813	0.3955278438
768	0.395521242	0.3955212796
769	0.3955127648	0.3955127648
770	0.3955080386	0.3955080386
771	0.3954988112	0.3954988487
772	0.3954910091	0.3954910091
773	0.3954832071	0.3954832821
774	0.3954764178	0.3954764178
775	0.3954685032	0.3954685032
776	0.3954517738	0.3954517363
777	0.395444947	0.395444947
778	0.3954426589	0.3954426964
779	0.3954336566	0.3954336566
780	0.3954281051	0.3954281051
781	0.3954191778	0.3954191778
782	0.3954127636	0.3954127261
783	0.3954081874	0.3954082249
784	0.3954022233	0.3954022608
785	0.3953968969	0.3953968969
786	0.3953904077	0.3953904077
787	0.3953845937	0.3953845562
788	0.3953788922	0.3953788922
789	0.3953707526	0.3953707901
790	0.3953599497	0.3953599872
791	0.395351585	0.3953515475
792	0.3953432578	0.3953432578
793	0.3953347806	0.3953347806
794	0.3953328301	0.3953328301
795	0.3953254782	0.3953254032
796	0.3953181638	0.3953181638
797	0.3953153505	0.3953153505
798	0.395305898	0.395305898
799	0.3952985836	0.3952986211
800	0.3952926946	0.3952926946
801	0.3952794911	0.3952794536
802	0.3952736021	0.3952736021
803	0.3952671504	0.3952671129
804	0.3952626492	0.3952626492
805	0.3952519964	0.3952519964
806	0.3952472326	0.3952472326
807	0.3952401058	0.3952400683
808	0.3952344793	0.3952344793
809	0.3952290779	0.3952290404
810	0.3952209382	0.3952209382
811	0.3952094977	0.3952094602
812	0.3952023334	0.3952023709
813	0.3951952065	0.395195169
814	0.3951872919	0.3951873294
815	0.3951808402	0.3951808402
816	0.395176039	0.395176039
817	0.3951672241	0.3951672241
818	0.3951582218	0.3951581843
819	0.3951512825	0.3951512449
820	0.3951447557	0.3951447557
821	0.3951366536	0.3951366911
822	0.3951279888	0.3951280639
823	0.3951239753	0.3951239753
824	0.3951182363	0.3951182363
825	0.3951105843	0.3951106218
826	0.3951035699	0.3951035699
827	0.3950953928	0.3950954303
828	0.395090554	0.3950905165
829	0.3950833146	0.3950833146
830	0.3950774631	0.3950775006
831	0.3950702612	0.3950702612
832	0.3950642971	0.3950642221
833	0.3950545071	0.3950544695
834	0.3950488431	0.3950488431
835	0.3950415286	0.3950415286
836	0.3950354896	0.3950354521
837	0.3950299381	0.3950299756
838	0.3950235614	0.3950235239
839	0.3950186101	0.3950186852
840	0.3950097578	0.3950097953
841	0.3950035687	0.3950035312
842	0.3950006054	0.3950006054
843	0.3949943413	0.3949943788
844	0.3949867268	0.3949867268
845	0.3949811003	0.3949810628
846	0.3949757364	0.3949757739
847	0.3949700724	0.3949700724
848	0.3949642584	0.3949642959
849	0.394958932	0.3949588945
850	0.3949528929	0.3949529304
851	0.3949471914	0.3949471539
852	0.3949406272	0.3949405897
853	0.3949358259	0.3949358634
854	0.3949272362	0.3949272737
855	0.3949215722	0.3949215722
856	0.3949150079	0.3949149329
857	0.3949108819	0.3949108068
858	0.3949060056	0.3949059681
859	0.3949003041	0.3949003416
860	0.394892427	0.394892427
861	0.3948900264	0.3948899889
862	0.39488455	0.3948844749
863	0.3948817742	0.3948817742
864	0.3948757351	0.3948756601
865	0.3948689459	0.3948689459
866	0.3948648948	0.3948649323
867	0.3948578054	0.3948577304
868	0.3948515788	0.3948515788
869	0.3948432516	0.3948432516
870	0.3948368749	0.3948369124
871	0.3948305358	0.3948304983
872	0.3948247968	0.3948248343
873	0.3948201455	0.3948201455
874	0.3948162445	0.3948162445
875	0.3948093802	0.3948093802
876	0.3948006404	0.3948006404
877	0.3947921632	0.3947922007
878	0.3947855615	0.394785599
879	0.3947807602	0.3947807602
880	0.3947720579	0.3947720579
881	0.3947679318	0.3947679318
882	0.3947614426	0.3947614426
883	0.3947559287	0.3947559287
