iter	Logloss
1150	0.3503974318
1155	0.3503816687
1160	0.3503405541
1165	0.3503206142
1170	0.3502873448
1175	0.3502538574
1180	0.3502200795
1185	0.3501927303
1190	0.3501612769
1195	0.3501466761
1200	0.3501295329
1205	0.3501140241
1210	0.3500947743
1215	0.3500805731
1220	0.3500615049
1225	0.3500392042
1230	0.350015596
1235	0.3499896995
1240	0.3499676894
1245	0.3499529434
1250	0.3499374709
1255	0.349912083
1260	0.3498943586
1265	0.3498684985
1270	0.349825241
1275	0.3498074804
1280	0.3497964753
1285	0.3497868141
1290	0.3497711963
1295	0.3497539079
1300	0.3497336774
1305	0.3497197667
1310	0.3497069456
1315	0.3496939066
1320	0.3496475982
1325	0.3496308908
1330	0.3496170891
1335	0.3495877059
1340	0.3495626086
1345	0.3495468455
1350	0.3495304288
1355	0.3495046413
1360	0.3494894957
1365	0.3494784543
1370	0.3494562626
1375	0.3494341072
1380	0.3494162739
1385	0.3494081018
1390	0.3493814427
1395	0.3493512242
1400	0.349336696
1405	0.3493131241
1410	0.3492901697
1415	0.349276259
1420	0.3492620577
1425	0.3492306043
1430	0.3492140422
1435	0.3491986787
1440	0.3491813176
1445	0.3491676974
1450	0.3491428906
1455	0.3491094033
1460	0.3490995605
1465	0.3490884828
1470	0.3490714485
1475	0.3490577194
1480	0.3490332032
1485	0.3490110115
1490	0.3489803571
1495	0.3489644125
1500	0.3489495211
1505	0.3489180677
1510	0.3488979462
1515	0.3488787328
1520	0.3488689263
1525	0.3488348215
1530	0.3488140462
1535	0.3487833918
1540	0.3487579313
1545	0.3487300009
1550	0.3487151459
1555	0.3486965499
1560	0.3486740313
1565	0.3486380378
1570	0.3486281587
1575	0.3486144296
1580	0.3485955793
1585	0.3485834483
1590	0.3485745135
1595	0.3485579151
1600	0.3485491982
1605	0.3485345248
1610	0.3485195608
1615	0.3485073935
1620	0.348491013
1625	0.3484762307
1630	0.3484560729
1635	0.348440782
1640	0.3484330094
1645	0.3484171738
1650	0.3484077305
1655	0.3483924759
1660	0.3483569183
1665	0.3483424991
1670	0.3483309493
1675	0.3483161669
1680	0.348298261
1685	0.3482822074
1690	0.3482609963
1695	0.3482516983
1700	0.3482318674
1705	0.3482073511
1710	0.3481908254
1715	0.3481769873
1720	0.348161987
1725	0.348143282
1730	0.3481291534
1735	0.3481165866
1740	0.3480946854
1745	0.3480832808
1750	0.3480730385
1755	0.3480447449
1760	0.3480318512
1765	0.3480175047
1770	0.3480031581
1775	0.3479758815
1780	0.3479580483
1785	0.3479441376
1790	0.3479307717
1795	0.3479054201
1800	0.3478876594
1805	0.3478596201
1810	0.3478502858
1815	0.3478378279
1820	0.3478109145
1825	0.3477971491
1830	0.3477825483
1835	0.3477679112
1840	0.3477428502
1845	0.3477253075
1850	0.3477091086
1855	0.3476892777
1860	0.3476775099
1865	0.3476673402
1870	0.3476547734
1875	0.3476414075
1880	0.3476280416
1885	0.3476148573
1890	0.3475973146
1895	0.3475846751
1900	0.3475685852
1905	0.3475559094
1910	0.3475470472
1915	0.3475299766
1920	0.3475143589
1925	0.3475010293
1930	0.3474867554
1935	0.3474755324
1940	0.347459951
1945	0.3474479653
1950	0.3474339456
1955	0.347413461
1960	0.3474036181
1965	0.3473901796
1970	0.3473792109
1975	0.347354731
1980	0.3473349727
1985	0.3473195729
1990	0.3473067881
1995	0.3472873204
2000	0.3472759158
2005	0.3472545958
2010	0.347242828
2015	0.3472230334
2020	0.3472079604
2025	0.3471910715
2030	0.3471779961
2035	0.3471671364
2040	0.3471514823
2045	0.3471365183
2050	0.3471262396
2055	0.3471063724
2060	0.3470912632
2065	0.3470748464
2070	0.3470659479
2075	0.347054398
2080	0.3470468434
2085	0.3470336591
2090	0.347012339
2095	0.3470012613
2100	0.3469902199
2105	0.3469823748
2110	0.3469717692
2115	0.3469427129
2120	0.3469260056
2125	0.3469136567
2130	0.3468955691
2135	0.3468842735
2140	0.3468649874
2145	0.3468485343
2150	0.3468337882
2155	0.3468179889
2160	0.3468044414
2165	0.3467900222
2170	0.3467709903
2175	0.3467619466
2180	0.3467382294
2185	0.3467226479
2190	0.3467115702
2195	0.3467040156
2200	0.346688979
2205	0.3466676953
2210	0.3466586515
2215	0.3466472106
2220	0.3466367503
2225	0.3466253457
2230	0.3466115803
2235	0.3465998488
2240	0.3465867009
2245	0.346568686
2250	0.3465483466
2255	0.3465372326
2260	0.3465278619
2265	0.3465088664
2270	0.3464850402
2275	0.3464754517
2280	0.3464603787
2285	0.346454858
2290	0.3464471944
2295	0.3464308503
2300	0.3464170122
2305	0.3464078958
2310	0.3463969634
2315	0.3463837428
2320	0.346360861
2325	0.3463456427
2330	0.3463313325
2335	0.3463191652
2340	0.3463018404
2345	0.3462891283
2350	0.3462784864
2355	0.3462612706
2360	0.3462372628
2365	0.3462229526
2370	0.3462120565
2375	0.3462002161
2380	0.346189102
2385	0.3461811116
2390	0.3461731574
2395	0.3461607722
2400	0.3461459898
2405	0.3461309168
2410	0.3461223089
2415	0.346106219
2420	0.3460996813
2425	0.346087514
2430	0.3460732764
2435	0.346063252
2440	0.3460466173
2445	0.3460336509
2450	0.3460161082
2455	0.3459997641
2460	0.345988868
2465	0.3459790251
2470	0.3459662767
2475	0.3459546179
2480	0.3459453925
2485	0.3459307191
2490	0.3459217843
2495	0.3459014449
2500	0.3458868804
2505	0.3458694103
2510	0.3458557176
2515	0.3458449304
2520	0.3458369036
2525	0.3458251722
2530	0.3458165279
2535	0.3458023267
2540	0.3457872537
2545	0.3457720355
2550	0.3457654978
2555	0.345755655
2560	0.3457353519
2565	0.3457254728
2570	0.3457162474
2575	0.3457031358
2580	0.345691368
2585	0.3456780384
2590	0.3456656895
2595	0.345653958
2600	0.34564466
2605	0.345629805
2610	0.3456143325
2615	0.3455915597
2620	0.3455828428
2625	0.3455705302
2630	0.3455621402
2635	0.3455489922
2640	0.3455318127
2645	0.3455251298
2650	0.3455150327
2655	0.345509403
2660	0.3454999234
2665	0.3454883009
2670	0.3454794388
2675	0.3454693054
2680	0.3454556126
2685	0.3454454429
2690	0.3454322223
2695	0.3454213262
2700	0.3454085414
2705	0.3453914346
2710	0.3453786498
2715	0.3453645938
2720	0.3453539156
2725	0.3453426563
2730	0.3453312154
2735	0.3453217358
2740	0.3453170142
2745	0.3453069171
2750	0.3452907909
2755	0.3452817108
2760	0.3452725581
2765	0.3452610445
2770	0.3452487682
2775	0.3452415768
2780	0.3452251237
2785	0.3452088522
2790	0.3451897477
2795	0.345180486
2800	0.3451651951
2805	0.3451543716
2810	0.3451433303
2815	0.3451327247
2820	0.3451196131
2825	0.3451015255
2830	0.3450872153
2835	0.3450715613
2840	0.3450629897
2845	0.3450478441
2850	0.3450368753
2855	0.3450237637
2860	0.3450150831
2865	0.3450026252
2870	0.3449934362
2875	0.3449829396
2880	0.3449686294
2885	0.3449604936
2890	0.3449539923
2895	0.3449451664
2900	0.3449305657
2905	0.3449218488
2910	0.3449098631
2915	0.3449012915
2920	0.3448943543
2925	0.3448808431
2930	0.344869039
2935	0.3448584698
2940	0.3448457213
2945	0.3448368955
2950	0.344829014
2955	0.34481859
2960	0.3448003209
2965	0.3447861923
2970	0.3447780928
2975	0.3447685043
2980	0.3447600053
2985	0.3447501988
2990	0.3447391574
2995	0.3447321113
3000	0.3447228496
3005	0.3447100285
3010	0.3446993867
3015	0.3446903429
3020	0.3446831515
3025	0.3446720374
3030	0.3446607781
3035	0.3446469764
3040	0.3446356081
3045	0.3446281261
3050	0.3446165036
3055	0.344601576
3060	0.3445887912
3065	0.3445807281
3070	0.3445693235
3075	0.3445590811
3080	0.3445451341
3085	0.3445369984
3090	0.3445262112
3095	0.3445164411
3100	0.3445093223
3105	0.3444988983
3110	0.3444897819
3115	0.344473583
3120	0.3444657015
3125	0.3444512097
3130	0.34443265
3135	0.3444126738
3140	0.3444034121
3145	0.3443949858
3150	0.3443834723
3155	0.3443742106
3160	0.3443537985
3165	0.344341377
3170	0.3443330596
3175	0.3443159891
3180	0.3443054925
3185	0.3442968119
3190	0.3442867149
3195	0.3442784701
3200	0.3442609274
3205	0.3442529733
3210	0.3442407696
3215	0.3442333603
3220	0.344223808
3225	0.344202488
3230	0.3441938074
3235	0.3441789161
3240	0.3441672209
3245	0.3441582135
3250	0.3441469905
3255	0.3441321718
3260	0.3441238181
3265	0.3441135758
3270	0.3441048952
3275	0.3440952703
3280	0.3440858633
3285	0.3440773281
3290	0.3440603301
3295	0.3440501968
3300	0.3440428964
3305	0.3440321455
3310	0.3440188886
3315	0.3440038883
3320	0.3439911762
3325	0.3439826046
3330	0.3439707278
3335	0.3439571077
3340	0.3439498436
3345	0.3439364051
3350	0.3439279788
3355	0.3439204242
3360	0.3439111988
3365	0.3439017192
3370	0.343880835
3375	0.3438670696
3380	0.343855556
3385	0.3438472023
3390	0.3438402288
3395	0.343832311
3400	0.343822105
3405	0.3438104098
3410	0.3437976614
3415	0.3437849856
3420	0.3437788838
3425	0.3437645735
3430	0.3437522609
3435	0.3437402389
3440	0.3437313767
3445	0.3437217882
3450	0.3437093666
3455	0.3436955649
3460	0.3436879376
3465	0.3436776226
3470	0.3436677798
3475	0.3436611695
3480	0.3436480942
3485	0.3436363264
3490	0.3436234327
3495	0.3436067979
3500	0.3435936863
3505	0.3435866038
3510	0.3435722573
3515	0.3435631409
3520	0.3435531891
3525	0.3435456708
3530	0.3435400775
3535	0.3435316875
3540	0.3435243144
3545	0.3435172683
3550	0.3435070623
3555	0.3434952582
3560	0.3434861781
3565	0.343478115
3570	0.3434703061
3575	0.3434603543
3580	0.3434496398
3585	0.3434398696
3590	0.3434267217
3595	0.3434178232
3600	0.3434069997
3605	0.3433899655
3610	0.3433791783
3615	0.3433720959
3620	0.3433636332
3625	0.3433515022
3630	0.3433358118
3635	0.3433236808
3640	0.3433118404
3645	0.3433013075
3650	0.3432914647
3655	0.3432798785
3660	0.3432657136
3665	0.3432561976
3670	0.343248752
3675	0.34324127
3680	0.3432274682
3685	0.3432186424
3690	0.3432035694
3695	0.3431923828
3700	0.3431822494
3705	0.3431714986
3710	0.3431636897
3715	0.3431595855
3720	0.3431468007
3725	0.3431365947
3730	0.3431270062
3735	0.343116328
3740	0.3431067031
3745	0.3430946447
3750	0.343088216
3755	0.3430801892
3760	0.3430721261
3765	0.3430633366
3770	0.3430545107
3775	0.3430463387
3780	0.3430386751
3785	0.3430257087
3790	0.3430152121
3795	0.3430054056
3800	0.3429945822
3805	0.342983904
3810	0.3429724994
3815	0.3429588429
3820	0.3429454044
3825	0.3429407191
3830	0.3429329465
3835	0.3429269537
3840	0.3429141689
3845	0.3429054884
3850	0.3428980064
3855	0.342887764
3860	0.3428804636
3865	0.3428672793
3870	0.3428550757
3875	0.3428466857
3880	0.3428410924
3885	0.342830051
3890	0.342823477
3895	0.3428100748
3900	0.3427942391
3905	0.3427884279
3910	0.3427792025
3915	0.3427700498
3920	0.3427596258
3925	0.3427504368
3930	0.3427434996
3935	0.3427371072
3940	0.3427272644
3945	0.3427160051
3950	0.3427028208
3955	0.3426931959
3960	0.3426795758
3965	0.3426617062
3970	0.3426524082
3975	0.3426443814
3980	0.3426387517
3985	0.3426272382
3990	0.3426150709
3995	0.3426049012
4000	0.3425994531
4005	0.3425891018
4010	0.3425792953
4015	0.3425694525
4020	0.3425600455
4025	0.3425516918
4030	0.342540142
4035	0.3425308076
4040	0.3425224176
4045	0.3425135555
4050	0.3425056013
4055	0.342494451
4060	0.3424813393
4065	0.3424711333
4070	0.3424588934
4075	0.3424477793
4080	0.3424395709
4085	0.3424291833
4090	0.3424181419
4095	0.3424068826
4100	0.3423993643
4105	0.3423897394
4110	0.3423827659
4115	0.3423715792
4120	0.3423618454
4125	0.3423524384
4130	0.3423448111
4135	0.3423358037
4140	0.3423249802
4145	0.3423125224
4150	0.3422989022
4155	0.3422898948
4160	0.3422806694
4165	0.342270754
4170	0.342262255
4175	0.3422516495
4180	0.3422384652
4185	0.3422314553
4190	0.3422209588
4195	0.3422065033
4200	0.3421950987
4205	0.3421843115
4210	0.3421755583
4215	0.3421692386
4220	0.3421611755
4225	0.3421519864
4230	0.342142761
4235	0.3421344437
4240	0.3421246735
4245	0.3421165378
4250	0.3421059685
4255	0.342098087
4260	0.342088789
4265	0.3420779292
4270	0.3420665246
4275	0.3420548295
4280	0.3420450593
4285	0.342034817
4290	0.3420255553
4295	0.3420137875
4300	0.3420006395
4305	0.3419885449
4310	0.3419748158
4315	0.3419656994
4320	0.3419562561
4325	0.3419497184
4330	0.3419402025
4335	0.3419316309
4340	0.3419234588
4345	0.341910674
4350	0.3419009402
4355	0.3418893177
4360	0.341881763
4365	0.3418718476
4370	0.341863276
4375	0.3418579006
4380	0.3418476219
4385	0.3418379607
4390	0.3418272099
4395	0.3418140619
4400	0.3418067978
4405	0.3417994611
4410	0.3417917249
4415	0.3417835165
4420	0.3417724751
4425	0.3417631771
4430	0.3417570753
4435	0.3417463245
4440	0.3417386245
4445	0.3417311062
4450	0.3417185394
4455	0.3417065537
