iter	CrossEntropy	Logloss
135	0.3573172118	0.3573172118
136	0.3572514325	0.3572514325
137	0.3572341351	0.3572341351
138	0.3572078863	0.3572078863
139	0.3571893156	0.3571893156
140	0.3571792584	0.3571792584
141	0.3571571002	0.3571571002
142	0.3571452885	0.3571452885
143	0.3571346676	0.3571346676
144	0.357123701	0.357123701
145	0.3571104978	0.3571104978
146	0.3570762915	0.3570762915
147	0.3570641425	0.3570641425
148	0.3570380293	0.3570380293
149	0.3570241866	0.3570241866
150	0.3569676672	0.3569676672
151	0.3569476705	0.3569476705
152	0.3569268229	0.3569268229
153	0.3569085439	0.3569085439
154	0.3568870905	0.3568870905
155	0.3568736816	0.3568736816
156	0.3568086158	0.3568086158
157	0.3567918975	0.3567918975
158	0.3567757223	0.3567757223
159	0.3567657052	0.3567657052
160	0.3567466008	0.3567466008
161	0.3567281757	0.3567281757
162	0.356713552	0.356713552
163	0.3566945805	0.3566945805
164	0.3566585069	0.3566585069
165	0.3566539948	0.3566539948
166	0.3566385286	0.3566385286
167	0.3566265947	0.3566265947
168	0.3566108232	0.3566108232
169	0.3565872656	0.3565872656
170	0.3565772015	0.3565772015
171	0.3565164124	0.3565164124
172	0.3564629601	0.3564629601
173	0.3564487455	0.3564487455
174	0.3564262712	0.3564262712
175	0.3564074513	0.3564074513
176	0.356375995	0.356375995
177	0.3563482669	0.3563482669
178	0.3563056299	0.3563056299
179	0.3562977175	0.3562977175
180	0.3562890218	0.3562890218
181	0.3562748325	0.3562748325
182	0.3562644106	0.3562644106
183	0.3562493979	0.3562493979
184	0.3562398912	0.3562398912
185	0.3562243056	0.3562243056
186	0.3562147465	0.3562147465
187	0.35619856	0.35619856
188	0.3561629943	0.3561629943
189	0.3561509452	0.3561509452
190	0.3560945141	0.3560945141
191	0.356080715	0.356080715
192	0.3560650875	0.3560650875
193	0.3559567385	0.3559567385
194	0.3559431972	0.3559431972
195	0.3558996718	0.3558996718
196	0.3558829673	0.3558829673
197	0.3558740508	0.3558740508
198	0.3558612768	0.3558612768
199	0.3558479636	0.3558479636
200	0.3558073816	0.3558073816
201	0.3557942641	0.3557942641
202	0.3557805937	0.3557805937
203	0.3557695492	0.3557695492
204	0.3557661212	0.3557661212
205	0.3557512594	0.3557512594
206	0.3556991877	0.3556991877
207	0.3556562304	0.3556562304
208	0.3556376723	0.3556376723
209	0.3556252925	0.3556252925
210	0.3556093046	0.3556093046
211	0.3555923731	0.3555923731
212	0.3555395452	0.3555395452
213	0.3554989124	0.3554989124
214	0.3554828955	0.3554828955
215	0.3554766527	0.3554766527
216	0.3554707966	0.3554707966
217	0.3554540911	0.3554540911
218	0.3554166635	0.3554166635
219	0.3553968194	0.3553968194
220	0.3553803916	0.3553803916
221	0.3553676763	0.3553676763
222	0.3553342012	0.3553342012
223	0.3552957863	0.3552957863
224	0.355289507	0.355289507
225	0.3552660542	0.3552660542
226	0.3552361506	0.3552361506
227	0.3552078658	0.3552078658
228	0.3551993977	0.3551993977
229	0.3551887165	0.3551887165
230	0.3551800095	0.3551800095
231	0.3551672595	0.3551672595
232	0.3551534214	0.3551534214
233	0.3551428182	0.3551428182
234	0.3551369041	0.3551369041
235	0.3550913516	0.3550913516
236	0.3550809023	0.3550809023
237	0.3550780598	0.3550780598
238	0.3550546407	0.3550546407
239	0.3550429114	0.3550429114
240	0.3550344226	0.3550344226
241	0.354997642	0.354997642
242	0.3549874361	0.3549874361
243	0.354973335	0.354973335
244	0.3549595113	0.3549595113
245	0.3549533833	0.3549533833
246	0.3549382486	0.3549382486
247	0.3549228759	0.3549228759
248	0.3549057491	0.3549057491
249	0.3548882535	0.3548882535
250	0.3548211943	0.3548211943
251	0.3547710901	0.3547710901
252	0.3547531381	0.3547531381
253	0.3547103254	0.3547103254
254	0.35470415	0.35470415
255	0.3546696818	0.3546696818
256	0.3546381842	0.3546381842
257	0.3546297123	0.3546297123
258	0.3546232426	0.3546232426
259	0.3545989949	0.3545989949
260	0.3545808586	0.3545808586
261	0.354564776	0.354564776
262	0.3545507306	0.3545507306
263	0.354540631	0.354540631
264	0.3545327916	0.3545327916
265	0.3545246447	0.3545246447
266	0.3545171611	0.3545171611
267	0.3545123227	0.3545123227
268	0.3544870617	0.3544870617
269	0.3544814591	0.3544814591
270	0.3544594492	0.3544594492
271	0.3544196985	0.3544196985
272	0.3544147415	0.3544147415
273	0.354406921	0.354406921
274	0.3543893887	0.3543893887
275	0.3543874482	0.3543874482
276	0.3543754079	0.3543754079
277	0.3543626502	0.3543626502
278	0.3543392729	0.3543392729
279	0.3543195984	0.3543195984
280	0.3542981152	0.3542981152
281	0.3542809675	0.3542809675
282	0.3542670752	0.3542670752
283	0.3542474438	0.3542474438
284	0.3542332615	0.3542332615
285	0.3542234793	0.3542234793
286	0.3542077274	0.3542077274
287	0.3542031066	0.3542031066
288	0.3541585775	0.3541585775
289	0.3541423791	0.3541423791
290	0.3541261047	0.3541261047
291	0.3541106819	0.3541106819
292	0.3540964764	0.3540964764
293	0.3540840345	0.3540840345
294	0.3540682016	0.3540682016
295	0.3540563524	0.3540563524
296	0.3540324325	0.3540324325
297	0.3540258601	0.3540258601
298	0.3540141363	0.3540141363
299	0.3540007646	0.3540007646
300	0.3539865905	0.3539865905
301	0.3539680273	0.3539680273
302	0.3539576542	0.3539576542
303	0.3539321809	0.3539321809
304	0.3539204973	0.3539204973
305	0.3539087662	0.3539087662
306	0.3538845243	0.3538845243
307	0.3538502948	0.3538502948
308	0.3537913355	0.3537913355
309	0.3537737296	0.3537737296
310	0.3537387633	0.3537387633
311	0.3536944977	0.3536944977
312	0.3536823648	0.3536823648
313	0.3536684976	0.3536684976
314	0.3536521	0.3536521
315	0.3536341411	0.3536341411
316	0.3536219459	0.3536219459
317	0.3536005738	0.3536005738
318	0.3535858867	0.3535858867
319	0.3535789461	0.3535789461
320	0.3535455666	0.3535455666
321	0.3535300969	0.3535300969
322	0.3535160877	0.3535160877
323	0.3534830354	0.3534830354
324	0.3534663819	0.3534663819
325	0.3534639293	0.3534639293
326	0.3534509224	0.3534509224
327	0.3534464656	0.3534464656
328	0.3534318459	0.3534318459
329	0.3534147616	0.3534147616
330	0.3533989747	0.3533989747
331	0.3533818168	0.3533818168
332	0.3533719596	0.3533719596
333	0.3533580275	0.3533580275
334	0.3533531385	0.3533531385
335	0.3533404481	0.3533404481
336	0.3533301163	0.3533301163
337	0.3533158805	0.3533158805
338	0.3533050878	0.3533050878
339	0.3532549078	0.3532549078
340	0.3532375131	0.3532375131
341	0.3532261704	0.3532261704
342	0.3532185667	0.3532185667
343	0.3532013334	0.3532013334
344	0.3531645931	0.3531645931
345	0.3531496387	0.3531496387
346	0.3531387377	0.3531387377
347	0.3531268624	0.3531268624
348	0.353100901	0.353100901
349	0.3530742107	0.3530742107
350	0.3530655818	0.3530655818
351	0.3530347952	0.3530347952
352	0.3529867078	0.3529867078
353	0.3529693002	0.3529693002
354	0.3529563927	0.3529563927
355	0.3529114341	0.3529114341
356	0.3529052889	0.3529052889
357	0.3528923509	0.3528923509
358	0.3528774685	0.3528774685
359	0.3528402193	0.3528402193
360	0.3528281363	0.3528281363
361	0.3528083646	0.3528083646
362	0.3527711931	0.3527711931
363	0.3527602357	0.3527602357
364	0.3527453602	0.3527453602
365	0.352735076	0.352735076
366	0.352729698	0.352729698
367	0.3526983252	0.3526983252
368	0.3526911591	0.3526911591
369	0.3526716252	0.3526716252
370	0.3526564522	0.3526564522
371	0.3526433097	0.3526433097
372	0.3526307351	0.3526307351
373	0.352615401	0.352615401
374	0.3526079126	0.3526079126
375	0.3525971327	0.3525971327
376	0.3525854636	0.3525854636
377	0.3525477063	0.3525477063
378	0.3525240399	0.3525240399
379	0.3524944648	0.3524944648
380	0.3524843531	0.3524843531
381	0.3524678355	0.3524678355
382	0.3524592211	0.3524592211
383	0.3524214762	0.3524214762
384	0.3524082388	0.3524082388
385	0.3523931084	0.3523931084
386	0.3523591414	0.3523591414
387	0.3523299986	0.3523299986
388	0.3523015827	0.3523015827
389	0.3522779998	0.3522779998
390	0.3522617253	0.3522617253
391	0.3522507481	0.3522507481
392	0.3522458286	0.3522458286
393	0.3522309504	0.3522309504
394	0.352222292	0.352222292
395	0.3522166148	0.3522166148
396	0.3522020924	0.3522020924
397	0.3521875602	0.3521875602
398	0.3521756682	0.3521756682
399	0.3521599678	0.3521599678
400	0.3521342565	0.3521342565
401	0.3521211273	0.3521211273
402	0.3521121883	0.3521121883
403	0.3521017127	0.3521017127
404	0.3520918503	0.3520918503
405	0.3520831433	0.3520831433
406	0.3520733531	0.3520733531
407	0.352068069	0.352068069
408	0.3520626738	0.3520626738
409	0.3520461759	0.3520461759
410	0.352037733	0.352037733
411	0.3520318921	0.3520318921
412	0.3520258604	0.3520258604
413	0.3520159461	0.3520159461
414	0.3519987863	0.3519987863
415	0.3519949213	0.3519949213
416	0.3519824673	0.3519824673
417	0.3519749209	0.3519749209
418	0.3519653869	0.3519653869
419	0.351950322	0.351950322
420	0.3519476129	0.3519476129
421	0.3519368681	0.3519368681
422	0.3519295719	0.3519295719
423	0.3519148892	0.3519148892
424	0.3519047307	0.3519047307
425	0.3519028498	0.3519028498
426	0.3518990343	0.3518990343
427	0.3518973897	0.3518973897
428	0.3518858539	0.3518858539
429	0.3518590905	0.3518590905
430	0.3518487753	0.3518487753
431	0.3518423948	0.3518423948
432	0.3518291452	0.3518291452
433	0.3518225762	0.3518225762
434	0.3518169809	0.3518169809
435	0.3517858023	0.3517858023
436	0.3517751902	0.3517751902
437	0.3517672283	0.3517672283
438	0.3517573482	0.3517573482
439	0.3517519129	0.3517519129
440	0.3517444003	0.3517444003
441	0.3517310886	0.3517310886
442	0.3517280932	0.3517280932
443	0.3517196288	0.3517196288
444	0.3517135077	0.3517135077
445	0.3517008054	0.3517008054
446	0.3516911643	0.3516911643
447	0.3516791945	0.3516791945
448	0.3516651278	0.3516651278
449	0.351655848	0.351655848
450	0.3516407467	0.3516407467
451	0.3516333675	0.3516333675
452	0.3516267433	0.3516267433
453	0.3516141971	0.3516141971
454	0.351585985	0.351585985
455	0.3515761385	0.3515761385
456	0.3515662681	0.3515662681
457	0.3515535636	0.3515535636
458	0.3515356532	0.3515356532
459	0.3515321464	0.3515321464
460	0.3515204078	0.3515204078
461	0.3515110749	0.3515110749
462	0.3514992883	0.3514992883
463	0.3514899659	0.3514899659
464	0.3514765254	0.3514765254
465	0.351454858	0.351454858
466	0.3514428715	0.3514428715
467	0.3514331856	0.3514331856
468	0.3514174277	0.3514174277
469	0.3514055825	0.3514055825
470	0.3513775486	0.3513775486
471	0.3513767979	0.3513767979
472	0.351370537	0.351370537
473	0.3513447952	0.3513447952
474	0.3513054673	0.3513054673
475	0.3512626196	0.3512626196
476	0.3512416512	0.3512416512
477	0.3512345978	0.3512345978
478	0.3512227636	0.3512227636
479	0.3512116462	0.3512116462
480	0.3512044022	0.3512044022
481	0.3511790582	0.3511790582
482	0.3511680754	0.3511680754
483	0.3511656931	0.3511656931
484	0.3511550846	0.3511550846
485	0.3511436801	0.3511436801
486	0.3511328644	0.3511328644
487	0.351126677	0.351126677
488	0.3511157819	0.3511157819
489	0.351105372	0.351105372
490	0.3510969113	0.3510969113
491	0.3510922641	0.3510922641
492	0.3510732294	0.3510732294
493	0.3510708627	0.3510708627
494	0.3510625669	0.3510625669
495	0.3510541561	0.3510541561
496	0.3510514506	0.3510514506
497	0.3510416621	0.3510416621
498	0.3510315931	0.3510315931
499	0.3510211013	0.3510211013
500	0.3510115373	0.3510115373
501	0.3510058286	0.3510058286
502	0.3509675547	0.3509675547
503	0.3509536306	0.3509536306
504	0.3509483734	0.3509483734
505	0.3509238762	0.3509238762
506	0.3509181649	0.3509181649
507	0.3508975429	0.3508975429
508	0.350849879	0.350849879
509	0.3508398649	0.3508398649
510	0.3508390023	0.3508390023
511	0.3508246373	0.3508246373
512	0.3508212326	0.3508212326
513	0.3508148252	0.3508148252
514	0.3508056602	0.3508056602
515	0.3507990278	0.3507990278
516	0.3507763189	0.3507763189
517	0.3507675198	0.3507675198
518	0.3507640362	0.3507640362
519	0.35072371	0.35072371
520	0.3507107339	0.3507107339
521	0.3507019909	0.3507019909
522	0.3506937866	0.3506937866
523	0.3506851102	0.3506851102
524	0.3506743203	0.3506743203
525	0.3506677055	0.3506677055
526	0.3506572174	0.3506572174
527	0.3506485005	0.3506485005
528	0.3506387372	0.3506387372
529	0.3506285306	0.3506285306
530	0.3506231703	0.3506231703
531	0.350597454	0.350597454
532	0.3505780917	0.3505780917
533	0.3505714606	0.3505714606
534	0.3505495421	0.3505495421
535	0.3505407551	0.3505407551
536	0.3505278885	0.3505278885
537	0.3505151588	0.3505151588
538	0.3505103769	0.3505103769
539	0.3505070085	0.3505070085
540	0.3505034295	0.3505034295
541	0.3504939191	0.3504939191
542	0.3504867617	0.3504867617
543	0.3504671893	0.3504671893
544	0.3504631063	0.3504631063
545	0.350457006	0.350457006
546	0.3504483106	0.3504483106
547	0.3504266126	0.3504266126
548	0.350417486	0.350417486
549	0.3503978189	0.3503978189
550	0.3503861254	0.3503861254
551	0.3503822983	0.3503822983
552	0.3503608199	0.3503608199
553	0.3503515288	0.3503515288
554	0.3503504901	0.3503504901
555	0.3503436742	0.3503436742
556	0.3503223438	0.3503223438
557	0.3502861206	0.3502861206
558	0.3502831427	0.3502831427
559	0.3502752389	0.3502752389
560	0.3502155871	0.3502155871
561	0.350199663	0.350199663
562	0.3501464294	0.3501464294
563	0.350139553	0.350139553
564	0.3501013065	0.3501013065
565	0.3500909092	0.3500909092
566	0.3500813023	0.3500813023
567	0.3500762803	0.3500762803
568	0.3500560632	0.3500560632
569	0.3500465829	0.3500465829
570	0.3500377016	0.3500377016
571	0.3500306333	0.3500306333
572	0.3500161073	0.3500161073
573	0.349998215	0.349998215
574	0.3499942093	0.3499942093
575	0.3499836633	0.3499836633
576	0.3499674106	0.3499674106
577	0.3499607422	0.3499607422
578	0.3499469599	0.3499469599
579	0.3499039117	0.3499039117
580	0.3498694906	0.3498694906
581	0.3498575005	0.3498575005
582	0.349851929	0.349851929
583	0.3498359214	0.3498359214
584	0.3498254824	0.3498254824
585	0.3498169824	0.3498169824
586	0.3498153762	0.3498153762
587	0.3498122353	0.3498122353
588	0.3498068135	0.3498068135
589	0.3497998807	0.3497998807
590	0.3497907343	0.3497907343
591	0.3497475878	0.3497475878
592	0.3497469811	0.3497469811
593	0.3497378633	0.3497378633
594	0.3497295204	0.3497295204
595	0.3497232109	0.3497232109
596	0.3497036191	0.3497036191
597	0.3496560656	0.3496560656
598	0.3496486048	0.3496486048
599	0.3496358428	0.3496358428
600	0.3496181728	0.3496181728
601	0.3496053007	0.3496053007
602	0.3496009254	0.3496009254
603	0.3495986931	0.3495986931
604	0.3495949714	0.3495949714
605	0.3495880718	0.3495880718
606	0.3495865688	0.3495865688
607	0.3495694572	0.3495694572
608	0.3495493175	0.3495493175
609	0.3495430798	0.3495430798
610	0.3495309008	0.3495309008
611	0.3495240345	0.3495240345
612	0.3495050614	0.3495050614
613	0.3494956459	0.3494956459
614	0.3494923758	0.3494923758
615	0.3494882315	0.3494882315
616	0.3494814889	0.3494814889
617	0.349440142	0.349440142
618	0.3494371122	0.3494371122
619	0.3494261666	0.3494261666
620	0.3494078271	0.3494078271
621	0.3494000353	0.3494000353
622	0.3493963892	0.3493963892
623	0.3493883064	0.3493883064
624	0.3493833421	0.3493833421
625	0.3493765661	0.3493765661
626	0.3493650245	0.3493650245
627	0.3493621183	0.3493621183
628	0.3493548151	0.3493548151
629	0.3493465016	0.3493465016
630	0.3493389512	0.3493389512
631	0.3493370063	0.3493370063
632	0.3493000806	0.3493000806
633	0.3492877617	0.3492877617
634	0.3492840772	0.3492840772
635	0.349274297	0.349274297
636	0.349269071	0.349269071
637	0.3492596668	0.3492596668
638	0.3492495467	0.3492495467
639	0.3492422101	0.3492422101
640	0.3492179568	0.3492179568
641	0.3492113637	0.3492113637
642	0.3492068443	0.3492068443
643	0.3492027233	0.3492027233
644	0.3491938184	0.3491938184
645	0.3491841313	0.3491841313
646	0.3491763057	0.3491763057
647	0.349170356	0.349170356
648	0.3491499151	0.3491499151
649	0.3491406402	0.3491406402
650	0.3491343342	0.3491343342
651	0.3491319875	0.3491319875
652	0.3491106582	0.3491106582
653	0.3491048715	0.3491048715
654	0.3490962089	0.3490962089
655	0.3490817551	0.3490817551
656	0.3490793363	0.3490793363
657	0.3490713697	0.3490713697
658	0.3490590961	0.3490590961
659	0.3490475332	0.3490475332
660	0.3490418486	0.3490418486
661	0.3490352513	0.3490352513
662	0.3490275126	0.3490275126
663	0.3490132378	0.3490132378
664	0.3490052401	0.3490052401
665	0.3490012785	0.3490012785
666	0.3489973276	0.3489973276
667	0.3489873363	0.3489873363
668	0.3489842193	0.3489842193
669	0.3489756973	0.3489756973
670	0.3489741871	0.3489741871
671	0.3489377706	0.3489377706
672	0.3489319237	0.3489319237
673	0.3489095051	0.3489095051
674	0.348900094	0.348900094
675	0.3488975346	0.3488975346
676	0.3488810975	0.3488810975
677	0.3488723293	0.3488723293
678	0.3488580868	0.3488580868
679	0.348847794	0.348847794
680	0.3488473825	0.3488473825
681	0.3488276327	0.3488276327
682	0.3488166377	0.3488166377
683	0.3488141703	0.3488141703
684	0.3487974153	0.3487974153
685	0.348795221	0.348795221
686	0.3487933896	0.3487933896
687	0.3487854346	0.3487854346
688	0.3487764417	0.3487764417
689	0.3487400453	0.3487400453
690	0.3487192761	0.3487192761
691	0.3486856576	0.3486856576
692	0.3486778368	0.3486778368
693	0.3486701249	0.3486701249
694	0.3486574641	0.3486574641
695	0.3486508521	0.3486508521
696	0.3486148103	0.3486148103
697	0.3486079603	0.3486079603
698	0.3486004572	0.3486004572
699	0.3485817798	0.3485817798
700	0.34857279	0.34857279
701	0.3485667559	0.3485667559
702	0.348553262	0.348553262
703	0.3485458691	0.3485458691
704	0.3485374342	0.3485374342
705	0.3485314788	0.3485314788
706	0.3485289702	0.3485289702
707	0.3485211056	0.3485211056
708	0.348485992	0.348485992
709	0.3484705492	0.3484705492
710	0.3484704658	0.3484704658
711	0.3484446152	0.3484446152
712	0.3484370889	0.3484370889
713	0.3484181345	0.3484181345
714	0.3484042036	0.3484042036
715	0.3483985641	0.3483985641
716	0.3483935312	0.3483935312
717	0.3483865823	0.3483865823
718	0.3483806913	0.3483806913
719	0.3483636015	0.3483636015
720	0.3483578659	0.3483578659
721	0.3483262772	0.3483262772
722	0.348324988	0.348324988
723	0.3483159232	0.3483159232
724	0.3482945907	0.3482945907
725	0.3482856687	0.3482856687
726	0.3482767401	0.3482767401
727	0.3482680708	0.3482680708
728	0.3482651439	0.3482651439
729	0.3482578904	0.3482578904
730	0.3482458672	0.3482458672
731	0.348233633	0.348233633
732	0.34822041	0.34822041
733	0.3482143038	0.3482143038
734	0.3482123271	0.3482123271
735	0.3482054032	0.3482054032
736	0.348177857	0.348177857
737	0.3481687676	0.3481687676
738	0.348163492	0.348163492
739	0.3481365147	0.3481365147
740	0.348128987	0.348128987
741	0.3481193241	0.3481193241
742	0.3481099524	0.3481099524
743	0.3480821745	0.3480821745
744	0.3480675741	0.3480675741
745	0.3480586069	0.3480586069
746	0.3480567169	0.3480567169
747	0.3480534132	0.3480534132
748	0.3480463385	0.3480463385
749	0.348027444	0.348027444
750	0.3480214976	0.3480214976
751	0.3480138698	0.3480138698
752	0.3480133735	0.3480133735
753	0.3480070463	0.3480070463
754	0.3479801536	0.3479801536
755	0.3479790204	0.3479790204
756	0.3479679542	0.3479679542
757	0.3479658889	0.3479658889
758	0.3479510692	0.3479510692
759	0.3479479251	0.3479479251
760	0.3479420495	0.3479420495
761	0.3479266434	0.3479266434
762	0.3479139794	0.3479139794
763	0.3479052254	0.3479052254
764	0.3478960116	0.3478960116
765	0.3478786862	0.3478786862
766	0.347874328	0.347874328
767	0.3478729546	0.3478729546
768	0.3478664532	0.3478664532
769	0.3478630558	0.3478630558
770	0.3478584425	0.3478584425
771	0.3478331727	0.3478331727
772	0.3478205079	0.3478205079
773	0.3478149266	0.3478149266
774	0.3478046492	0.3478046492
775	0.3477975322	0.3477975322
776	0.3477865243	0.3477865243
777	0.3477811164	0.3477811164
778	0.3477711149	0.3477711149
779	0.3477677406	0.3477677406
780	0.3477538006	0.3477538006
781	0.3477472784	0.3477472784
782	0.3477405229	0.3477405229
783	0.3477301557	0.3477301557
784	0.3477211148	0.3477211148
785	0.347711768	0.347711768
786	0.3477038535	0.3477038535
787	0.3476981135	0.3476981135
788	0.3476898874	0.3476898874
789	0.347681921	0.347681921
790	0.3476671999	0.3476671999
791	0.3476499311	0.3476499311
792	0.3476365782	0.3476365782
793	0.3476257113	0.3476257113
794	0.3476168481	0.3476168481
795	0.347612013	0.347612013
796	0.3476068363	0.3476068363
797	0.3475998845	0.3475998845
798	0.3475883557	0.3475883557
799	0.3475820841	0.3475820841
800	0.3475780411	0.3475780411
801	0.3475630506	0.3475630506
802	0.3475564054	0.3475564054
803	0.3475513771	0.3475513771
804	0.3475346238	0.3475346238
805	0.3475293438	0.3475293438
806	0.347516563	0.347516563
807	0.3475077169	0.3475077169
808	0.3475042819	0.3475042819
809	0.3474930456	0.3474930456
810	0.3474832726	0.3474832726
811	0.3474768502	0.3474768502
812	0.3474551414	0.3474551414
813	0.3474494903	0.3474494903
814	0.3474424661	0.3474424661
815	0.3474358213	0.3474358213
816	0.3474244722	0.3474244722
817	0.3474120473	0.3474120473
818	0.3474083554	0.3474083554
819	0.3474009977	0.3474009977
820	0.3473967265	0.3473967265
821	0.3473841394	0.3473841394
822	0.3473694454	0.3473694454
823	0.3473636335	0.3473636335
824	0.3473594873	0.3473594873
825	0.3473526519	0.3473526519
826	0.347345939	0.347345939
827	0.347337524	0.347337524
828	0.3473303671	0.3473303671
829	0.3473174846	0.3473174846
830	0.3473143688	0.3473143688
831	0.347313167	0.347313167
832	0.3473089073	0.3473089073
833	0.3472952605	0.3472952605
834	0.3472878291	0.3472878291
835	0.347270894	0.347270894
836	0.3472540238	0.3472540238
837	0.3472501456	0.3472501456
838	0.3472414395	0.3472414395
839	0.3472360791	0.3472360791
840	0.3472281921	0.3472281921
841	0.3472218976	0.3472218976
842	0.3472105812	0.3472105812
843	0.3472063032	0.3472063032
844	0.347200007	0.347200007
845	0.3471975349	0.3471975349
846	0.3471917445	0.3471917445
847	0.3471859518	0.3471859518
848	0.3471815564	0.3471815564
849	0.3471744521	0.3471744521
850	0.3471640769	0.3471640769
851	0.3471485079	0.3471485079
852	0.3471399593	0.3471399593
853	0.347132568	0.347132568
854	0.3471260014	0.3471260014
855	0.3471249742	0.3471249742
856	0.3471188969	0.3471188969
857	0.347099156	0.347099156
858	0.3470964292	0.3470964292
859	0.3470783699	0.3470783699
860	0.3470762002	0.3470762002
861	0.347067439	0.347067439
862	0.3470563144	0.3470563144
863	0.3470516435	0.3470516435
864	0.3470471852	0.3470471852
865	0.347046381	0.347046381
866	0.3470304882	0.3470304882
867	0.3470225716	0.3470225716
868	0.3470184075	0.3470184075
869	0.3470136343	0.3470136343
870	0.3470106947	0.3470106947
871	0.3470014367	0.3470014367
872	0.3469966036	0.3469966036
873	0.3469709402	0.3469709402
874	0.3469655405	0.3469655405
875	0.3469567856	0.3469567856
876	0.346952859	0.346952859
877	0.3469333733	0.3469333733
878	0.346921983	0.346921983
879	0.3469159666	0.3469159666
880	0.3469122817	0.3469122817
881	0.3469034208	0.3469034208
882	0.346901796	0.346901796
